id,question_text,option_a,option_b,option_c,option_d,answer,difficulty,difficulty_numeric,answer_numeric,tag_encoded,option_a_numeric,option_b_numeric,option_c_numeric,option_d_numeric,correct_option_value,question_length,question_word_count,options_mean,options_std,options_range,answer_position,difficulty_rarity,difficulty_bin
Q000147,Alok walks to a viewpoint and returns to the starting point by his car and thus takes a total time of 6 h 45 min. He would have gained 2 hours by driving both ways. How long would it have taken for him to walk both ways?,8 h 45 min,7 h 45 min,5 h 30 min,6 h 45 min,A,Very Easy,0.0,0.0,16,8.0,7.0,5.0,6.0,8.0,1.7352412273160693,1.989352741093451,-0.905477751292268,-0.45270661255243555,-0.48413451192713614,0.0,0.011111111111111112,very_easy
Q000148,Sambhu beats Kalu by 30 metres or 10 seconds. How much time was taken by Sambhu to complete a race 1200 metres?,6 min 30 s,3 min 15 s,12 min 10 s,2 min 5 s,A,Very Easy,0.0,0.0,16,6.0,3.0,12.0,2.0,6.0,0.2717599353660959,0.32638357493486025,-0.9058578769543282,-0.4494460716879365,-0.4805859841718076,0.0,0.011111111111111112,very_easy
Q000149,What is the time taken by Chandu to cover a distance of 360 km by a motorcycle moving at a speed of 10 m/s?,10 h,5 h,8 h,6 h,A,Very Easy,0.0,0.0,16,10.0,5.0,8.0,6.0,10.0,0.21805419988169317,0.4594211082275475,-0.9050976256302079,-0.45176537423541446,-0.48312064685418515,0.0,0.011111111111111112,very_easy
Q000150,"Without stoppage, a train travels a certain distance at 60 km/h, and with stoppage it covers the same distance at 40 km/h. On average, how many minutes per hour does the train stop during the journey?",20 min/h,15 min/h,10 min/h,10 min/h,A,Very Easy,0.0,0.0,16,20.0,15.0,10.0,10.0,20.0,1.4667125498940559,1.257646307983671,-0.9018032032256865,-0.4491543248701478,-0.4805859841718076,0.0,0.011111111111111112,very_easy
Q000151,Rajdhani Express travels 650 km in 5 h and another 940 km in 10 h. What is the average speed of the train?,1590 km/h,168 km/h,106 km/h,126 km/h,C,Very Easy,0.0,2.0,16,1590.0,168.0,106.0,126.0,106.0,0.20462776601059252,0.3929023415812039,-0.656622151196885,0.2864772176080489,0.2666325745930915,2.0,0.011111111111111112,very_easy
Q000152,"Rishikant travels 20 min at 30 km/h, 30 min at 50 km/h, 1 h at 50 km/h and 1 h at 60 km/h. What is the average velocity?",51.18 km/h,63 km/h,39 km/h,48 km/h,A,Very Easy,0.0,0.0,16,51.18,63.0,39.0,48.0,51.18,0.3925978402060019,0.7254961748129221,-0.8832809467990352,-0.4439420148521613,-0.4734889286611505,0.0,0.011111111111111112,very_easy
Q000153,"Sum = 15, geometric mean 20% lower than arithmetic mean","11,4?(","12,3?(","13,2?(","10,5",(b),Very Easy,0.0,1.0,8,11.0,12.0,13.0,10.0,12.0,-0.4801203614155418,-0.47184162482126335,-0.902943580211867,-0.45270661255243555,-0.48413451192713614,1.0,0.011111111111111112,very_easy
Q000154,"Difference = 48, AM-GM difference = 2 + half of 1/3 of 96","49,1?(","12,60?(","50,2?(","36,84",(a),Very Easy,0.0,0.0,8,49.0,12.0,50.0,36.0,49.0,-0.4532674936733405,-0.27228532488223245,-0.8901460162558417,-0.43604480380109767,-0.46639187315049335,0.0,0.011111111111111112,very_easy
Q000155,"Ratio LCM:HCF of 5,15,20",8:1?(,14:3?(,12:2?(,12:1,(d),Very Easy,0.0,3.0,8,8.0,14.0,12.0,12.0,12.0,-0.8963398114196627,-0.8709542246993252,-0.902943580211867,-0.4514613126158404,-0.4826137143177096,3.0,0.011111111111111112,very_easy
Q000156,Product of number & reverse = 2430,54 & 45?(,56 & 65?(,53 & 35?(,85 & 58,(a),Easy,1.0,0.0,8,54.0,56.0,53.0,85.0,54.0,-0.7620754727086559,-0.6713979247602943,-0.8773484522998164,-0.4383873051775232,-0.4694334683693464,0.0,0.008064516129032258,easy
Q000157,"Two numbers: difference = 66, LCM = 360",120 & 54?(,90 & 24?(,180 & 114?(,130 & 64,(b),Easy,1.0,1.0,8,120.0,90.0,180.0,130.0,90.0,-0.6949433033531526,-0.6048791581139505,-0.8428837256063622,-0.41600087114199596,-0.44003138125376695,1.0,0.008064516129032258,easy
Q000158,"Two numbers: sum = 85, LCM = 102",30 & 55?(,17 & 68?(,35 & 55?(,51 & 34,(d),Easy,1.0,3.0,8,30.0,17.0,35.0,51.0,51.0,-0.7889283404508574,-0.6048791581139505,-0.8919199360121224,-0.43973616540186894,-0.46841960329639537,3.0,0.008064516129032258,easy
Q000159,"AM smaller by 24 than larger, GM exceeds smaller by 12",6 & 54?(,8 & 56?(,12 & 60?(,7 & 55,(a),Moderate,2.0,0.0,8,6.0,8.0,12.0,7.0,6.0,-0.4935467952866425,-0.4053228581749197,-0.9045907914141277,-0.4513461481938367,-0.4826137143177096,0.0,0.00684931506849315,moderate
Q000160,"Sum=20, GM 20% lower than AM, find ratio",4:1?(,9:1?(,1:1?(,17:3,(a),Moderate,2.0,0.0,8,4.0,9.0,1.0,17.0,4.0,-0.6815168694820519,-0.6048791581139505,-0.9048442085221677,-0.44691197326046855,-0.47754438895295453,0.0,0.00684931506849315,moderate
Q000161,Sum of 3-digit numbers leaving remainder 4 when divided by 5,"98,270?(","99,270?(","1,02,090?(","90,270",(b),Difficult,3.0,1.0,8,98.0,99.0,1.0,90.0,99.0,-0.41298819206003845,-0.4053228581749197,-0.8722801101390143,-0.4057510531249807,-0.43597592096196286,1.0,0.00819672131147541,difficult
Q000162,Sum of odd 3-digit numbers divisible by 5,"50,500?(","50,250?(","50,000?(","49,500",(d),Difficult,3.0,3.0,8,50.0,50.0,50.0,49.0,49.0,-0.6680904356109513,-0.6048791581139505,-0.883557171446799,-0.45351031004765463,-0.48514837700008717,3.0,0.00819672131147541,difficult
Q000163,6th & 20th terms of AP are 8 & ?20; find 30th term,?34?(,?40?(,?32?(,?30,(b),Very Easy,0.0,1.0,12,34.0,40.0,32.0,30.0,40.0,-0.5472525307710452,-0.27228532488223245,-0.8915398103500622,-0.4496284606849768,-0.4805859841718076,1.0,0.011111111111111112,very_easy
Q000164,A>B; GM 40% lower than AM; ratio?,4:3?(,9:1?(,1:1?(,3:1,(b),Easy,1.0,1.0,12,4.0,9.0,1.0,3.0,9.0,-0.7755019065797566,-0.6713979247602943,-0.9066181282784486,-0.4505602525154253,-0.4815998492447586,1.0,0.008064516129032258,easy
Q000165,Sum of all 3-digit integers divisible by 11?,"49,335?(","41,338?(","44,550?(","47,300",(c),Moderate,2.0,2.0,12,49.0,41.0,44.0,47.0,44.0,-0.6278111339976492,-0.6048791581139505,-0.88583792541916,-0.45046213127786605,-0.4815998492447586,2.0,0.00684931506849315,moderate
Q000166,"Infinite GP; sum=36, first 2 terms sum=32; 3rd term?",1/3?(,4/3?(,8/3?(,2,(c),Moderate,2.0,2.0,12,1.0,4.0,8.0,2.0,8.0,-0.5203996630288439,-0.538360391467607,-0.9068715453864886,-0.4508729282984929,-0.4821067817812341,2.0,0.00684931506849315,moderate
Q000167,Rs.1000/year invested at 5% CI; 15 years?,"21,478?(","21,578?(","22,578?(","22,478",(b),Moderate,2.0,1.0,12,21.0,21.0,22.0,22.0,21.0,-0.6680904356109513,-0.6713979247602943,-0.897875238051065,-0.45343171756486084,-0.48514837700008717,1.0,0.00684931506849315,moderate
Q000168,Ratio of harmonic mean to geometric mean = 12:13; ratio of numbers?,4/9 or 9/4?(,2/3 or 3/2?(,2/5 or 5/2?(,None,(a),Difficult,3.0,0.0,12,4.0,2.0,2.0,800.0,4.0,-0.3190031549623338,-0.33880409152857605,-0.806391662048587,-0.0489481172614264,-0.08112314542910713,0.0,0.00819672131147541,difficult
Q000169,Triangle midpoint process: sum of perimeters?,2P?(,P?(,3P?(,P/2,(a),Difficult,3.0,0.0,12,2.0,483.0,3.0,2.0,2.0,-0.6143847001265486,-0.7379166914066378,-0.8466849822269638,-0.20982488198447274,-0.24182075949184323,0.0,0.00819672131147541,difficult
Q000170,Cancer cell: 1 cell breaks into 2 every hour; after 9h?,2?1?(,2??(,2??(,2?1,(c),Difficult,3.0,2.0,12,21.0,2.0,2.0,21.0,2.0,-0.4801203614155418,-0.4053228581749197,-0.902943580211867,-0.44287251656520754,-0.476023591343528,2.0,0.00819672131147541,difficult
Q000171,Only one of the boys _____ not done the homework given yesterday.,have,has,can,could,B,Easy,1.0,1.0,5,820.0,616.0,606.0,1035.0,616.0,-0.3458560227045351,-0.33880409152857605,-0.518889952977088,-0.24800218324612838,-0.26818125138856963,1.0,0.008064516129032258,easy
Q000172,His wife has a twin who resembles her so much that at first he had great trouble telling _____.,one from the other,one from another,each other,who is which,A,Easy,1.0,0.0,5,2256.0,2056.0,1433.0,1671.0,2256.0,0.0569369934284851,0.12682727499582935,0.030898462915919658,-0.07696210781733767,-0.06844983201721942,0.0,0.008064516129032258,easy
Q000173,He _____ wants to succeed in life must be prepared to work hard.,whoever,whom,which,what,A,Easy,1.0,0.0,5,1253.0,843.0,1031.0,836.0,1253.0,-0.3592824565756358,-0.27228532488223245,-0.4066261741153215,-0.2540732760411436,-0.27426444182627574,0.0,0.008064516129032258,easy
Q000174,"Vinod, two of ___ brothers attend primary school, wishes to be a school teacher after his graduation from the University.",whom,them,whose,which,C,Easy,1.0,2.0,5,843.0,830.0,1050.0,1031.0,1050.0,0.4060242740771026,0.19334604164217298,-0.4331082619055125,-0.3339669828902132,-0.3741301515119509,2.0,0.008064516129032258,easy
Q000175,"Our new digital photo-print machine, the manual _____ is lost awaits to be set up properly.",of what,where,by whom,of which,D,Easy,1.0,3.0,5,1168.0,1039.0,1174.0,1268.0,1268.0,0.003231257944082404,-0.07272902494320153,-0.3197041060575655,-0.3584425553094084,-0.3695677586836713,3.0,0.008064516129032258,easy
Q000176,I have never seen _____ animal before.,any larger,as large,such a large,so large,C,Easy,1.0,2.0,5,1468.0,1249.0,1667.0,1263.0,1667.0,-0.7083697372242533,-0.6713979247602943,-0.19324896914555315,-0.2534220392368448,-0.27375750928980025,2.0,0.008064516129032258,easy
Q000177,As soon as we arrived in the dormitory we _____ our pullovers.,hang,hanged,hung,hungs,C,Easy,1.0,2.0,5,814.0,1115.0,834.0,1049.0,834.0,-0.38613532431783715,-0.33880409152857605,-0.4257591657723494,-0.29999005092721753,-0.3330686160574347,2.0,0.008064516129032258,easy
Q000178,Remember _____ your temper even when provoked.,not to loose,not to lose,not losing,not to loss,B,Easy,1.0,1.0,5,1685.0,1585.0,1477.0,1585.0,1585.0,-0.6009582662554479,-0.6713979247602943,-0.10645360964181722,-0.36770708285074977,-0.38021334194965695,1.0,0.008064516129032258,easy
Q000179,Difficulty after difficulty _____ in his way to success.,arose,rose,roused,raise,A,Easy,1.0,0.0,5,1038.0,841.0,1158.0,1032.0,1038.0,-0.46669392754444117,-0.538360391467607,-0.39319506738919596,-0.32086315878354543,-0.3249576954738266,0.0,0.008064516129032258,easy
Q000180,_____ our freedom is in danger.,Arise,Rise,Raise,Arose,A,Easy,1.0,0.0,5,1000.0,803.0,1000.0,1006.0,1000.0,-0.802354774321958,-0.7379166914066378,-0.4261392914344096,-0.35287957227625144,-0.3827480046320345,0.0,0.008064516129032258,easy
Q000181,One is _____ in duty to help the ageing parents.,bound,bounded,binding,binded,A,Easy,1.0,0.0,5,1036.0,1236.0,1218.0,1114.0,1036.0,-0.5741053985132466,-0.47184162482126335,-0.3254059909884679,-0.3588697253995796,-0.38426880224146104,0.0,0.008064516129032258,easy
Q000182,Find the error in the sentence: Many a man want to be rich quickly.,want to be,many a man,rich quickly,No error,A,Moderate,2.0,0.0,5,1474.0,1469.0,1654.0,1236.0,1474.0,-0.3190031549623338,-0.2057665582358888,-0.1696811780978234,-0.27992217974040895,-0.27375750928980025,0.0,0.00684931506849315,moderate
Q000183,Improve the bold part: We have **no less than** a thousand students in our College,We have not less than a thousand students...,We have no less than thousand students...,We have no fewer than a thousand students...,No improvement,C,Moderate,2.0,2.0,5,4821.0,4521.0,4821.0,1835.0,4821.0,-0.11760664689582366,-0.13924779158954517,1.1183112735160101,1.0191801212210545,1.0280452443793047,2.0,0.00684931506849315,moderate
Q000184,Improve the bold part: **Many a man** would welcome the opportunity.,Many man,A many man,Many a men,No improvement,D,Moderate,2.0,3.0,5,1237.0,1413.0,1437.0,1835.0,1835.0,-0.3055767210912331,-0.4053228581749197,-0.1584041167900387,-0.19736790882208866,-0.18250965272420877,3.0,0.00684931506849315,moderate
Q000185,Improve the bold part: **English** opens the window upon the world's knowledge.,The English,The English language,The English land,No improvement,B,Moderate,2.0,1.0,5,1490.0,2390.0,1990.0,1835.0,2390.0,-0.15788594850912568,-0.33880409152857605,0.06751723502771483,-0.07485483661559933,-0.029416026708605294,1.0,0.00684931506849315,moderate
Q000186,Improve the bold part: What **you have been doing** in the workshop since last month?,have you done,you have done,have you been doing,No improvement,C,Moderate,2.0,2.0,5,1752.0,1785.0,2352.0,1835.0,2352.0,-0.07732734528252164,-0.13924779158954517,0.06992469755409582,-0.16674467268284668,-0.18149578765125776,2.0,0.00684931506849315,moderate
Q000187,Improve the bold part: You are asked to copy this letter **word by word**.,word for word,word with word,word to word,No improvement,A,Moderate,2.0,0.0,5,1776.0,1876.0,1676.0,1835.0,1776.0,-0.22501811786462905,-0.2057665582358888,-0.0011588012511536165,-0.36580870262493925,-0.38426880224146104,0.0,0.00684931506849315,moderate
Q000188,"Improve the bold part: **Riding upon his horse, the tiger jumped at him.**","Riding upon the tiger, the horse jumped at him.",The tiger jumped at him while he was riding upon his horse.,The tiger rode at him while he was jumping upon his horse.,No improvement,B,Moderate,2.0,1.0,5,5202.0,6337.0,6237.0,1835.0,6337.0,-0.22501811786462905,-0.27228532488223245,1.5761092791904596,1.6883930999767989,1.7965549696761751,1.0,0.00684931506849315,moderate
Q000189,Improve the bold part: I did not see him **since he wrote last.**,I could not see him,I shall not see him,I have not seen him,No improvement,C,Moderate,2.0,2.0,5,2332.0,2321.0,2324.0,1835.0,2324.0,-0.3458560227045351,-0.27228532488223245,0.2077836043279129,-0.2047004210998489,-0.2337098389082351,2.0,0.00684931506849315,moderate
Q000190,"Improve the bold part: **If I hadn’t seen the car coming,** I might have been killed.",If I had seen the car coming,When I hadn’t seen the car coming,Since I hadn’t seen the car coming,No improvement,D,Moderate,2.0,3.0,5,3112.0,3734.0,3898.0,1835.0,1835.0,-0.07732734528252164,-0.07272902494320153,0.6850947273214505,0.49752544428340084,0.5601465132124107,3.0,0.00684931506849315,moderate
Q000191,Improve the bold part: The dictator **declared** an emergency in the country.,proposed,decreed,ordered,No improvement,D,Moderate,2.0,3.0,5,1360.0,1215.0,1240.0,1835.0,1835.0,-0.18473881625132701,-0.33880409152857605,-0.192868843483493,-0.1606925357730376,-0.1713571369217476,3.0,0.00684931506849315,moderate
Q000192,Improve the bold part: James **had been teaching** at the university since June.,has been teaching,have been teaching,is teaching,No improvement,A,Moderate,2.0,0.0,5,2146.0,2252.0,1569.0,1835.0,2146.0,-0.144459514638025,-0.27228532488223245,0.0798079647676599,-0.13920105744517877,-0.13942038712379057,0.0,0.00684931506849315,moderate
Q000193,Improve the bold part: The manager’s role is to **define and resolve** problems.,identify and resolved,defined and resolved,spot and resolved,No improvement,D,Moderate,2.0,3.0,5,2632.0,2518.0,2186.0,1835.0,1835.0,-0.144459514638025,-0.27228532488223245,0.2532719752211117,-0.08919835091276576,-0.08163007796558264,3.0,0.00684931506849315,moderate
Q000194,Improve the bold part: We kept all the old paintings in a place where they **would remain safe** from harm or danger.,will remain safe,are safe,may remain safe,No improvement,D,Moderate,2.0,3.0,5,2072.0,1259.0,1973.0,1835.0,1835.0,0.3523185385926999,0.32638357493486025,-0.004199806547634875,-0.08445154259077806,-0.07351915738197451,3.0,0.00684931506849315,moderate
Q000195,Improve the bold part: **They left the hotel by car where they had been staying.**,They left the hotel where they had been staying by car.,They left where they were staying in a hotel by car.,In a car they left where they were staying in a hotel,No improvement,A,Moderate,2.0,0.0,5,5942.0,5642.0,5644.0,1835.0,5942.0,-0.11760664689582366,-0.13924779158954517,1.5066729915874708,1.5363519530231144,1.5963166177683494,0.0,0.00684931506849315,moderate
Q000196,Change the voice: The waiter filled the glasses with water.,The glasses filled with water the waiter,The glasses were filled with water by the waiter,The waiter was filled the glasses with water,The water were filled on the glasses by waiter,B,Difficult,3.0,1.0,5,4424.0,5224.0,4840.0,5040.0,5224.0,-0.42641462593113916,-0.47184162482126335,1.5655924692067953,-0.10525869155325925,-0.08010928035615611,1.0,0.00819672131147541,difficult
Q000197,Change the voice: She took the dog for a walk.,The dog was taken for a walk by her,The dog took her for a walk,The dog was took for a walk,The dog took a walk by her,A,Difficult,3.0,0.0,5,3921.0,3121.0,3121.0,3021.0,3921.0,-0.6009582662554479,-0.47184162482126335,0.7617534025035823,-0.02795930045691819,-0.029416026708605294,0.0,0.00819672131147541,difficult
Q000198,Change the voice: He was driving the car so fast that it skidded on the snowy road.,The car was driven by him so fast that it skidded...,The car was being driven by him so fast that it skidded...,The car had been driven by him so fast that it skidded...,The car has been driven by him so fast that it skidded...,B,Difficult,3.0,1.0,5,5620.0,6220.0,6120.0,6120.0,6220.0,-0.10418021302472298,-0.006210258296857904,2.142369807106074,-0.17886810217641297,-0.18149578765125776,1.0,0.00819672131147541,difficult
Q000199,Change the voice: They will laugh at you.,You can be laughed at by them,You may be laughed at by them,You will be laughed at by them,You will have been laughed at by them,C,Difficult,3.0,2.0,5,3348.0,3358.0,3468.0,4168.0,3468.0,-0.6680904356109513,-0.6048791581139505,0.908481908058803,-0.05560074387807874,-0.06997062962664595,2.0,0.00819672131147541,difficult
Q000200,Change the voice: Then her face was bowed.,Then she was being bowed her face,Her face was bowed by then,Then she bowed her face,Then her face has been bowed,C,Difficult,3.0,2.0,5,3731.0,3021.0,2731.0,3231.0,2731.0,-0.6546640017398506,-0.6048791581139505,0.7022003821141576,-0.025713768536500953,0.021277226938945525,2.0,0.00819672131147541,difficult
Q000201,"Improve the bold part: Goaded to frenzy, **the bull charged its tormentors.**",the tormentors were charged by the bull,the tormentors were being charged by the bull,the bull charged on its tormentors,No improvement,D,Difficult,3.0,3.0,5,4369.0,4969.0,3851.0,1835.0,1835.0,-0.18473881625132701,-0.33880409152857605,0.9948971419004788,0.9275243272606515,1.10307125977768,3.0,0.00819672131147541,difficult
Q000202,Improve the bold part: This is the **late** edition of the Shakespearean play which was originally published in 1603.,later,latest,latter,No improvement,B,Difficult,3.0,1.0,5,1036.0,1137.0,1138.0,1835.0,1137.0,0.3523185385926999,0.12682727499582935,-0.2567299547095994,-0.07931178144308892,-0.08061621289263163,1.0,0.00819672131147541,difficult
Q000203,Improve the bold part: Diamonds are **eternal.**,enduring,forever,imperishable,No improvement,C,Difficult,3.0,2.0,5,1342.0,1246.0,1741.0,1835.0,1741.0,-0.5741053985132466,-0.6713979247602943,-0.12774064671718602,-0.1589164302009929,-0.18707204555248835,2.0,0.00819672131147541,difficult
Q000204,Improve the bold part: Jatin's case against Jagat was **trivial.**,insignificant,harmful,tolerable,No improvement,A,Difficult,3.0,0.0,5,1838.0,1226.0,1450.0,1835.0,1838.0,-0.33242958883343443,-0.47184162482126335,-0.10429956422347632,-0.14717801658907967,-0.17541259721355165,0.0,0.00819672131147541,difficult
Q000205,Improve the sentence: My sister doesn't have as much jewellery my mother.,My mother has jewellery but not more than my sister.,My sister has too much jewellery.,My mother has more jewellery than my sister.,No improvement,C,Difficult,3.0,2.0,5,5650.0,3750.0,4850.0,1835.0,4850.0,-0.2384445517357297,-0.33880409152857605,1.1293349177157546,1.2250867412535702,1.448292317117501,2.0,0.00819672131147541,difficult
Q000206,The company let me _____time off work.,take,taking,to take,took,A,Very Easy,0.0,0.0,4,821.0,1135.0,1172.0,845.0,821.0,-0.7083697372242533,-0.6713979247602943,-0.405359088575121,-0.26511799616114506,-0.3077219892336593,0.0,0.011111111111111112,very_easy
Q000207,I assume _____with me.,everyone agreeing,that everyone agrees,everyone to agree,that everyone to agree,B,Very Easy,0.0,1.0,4,2255.0,2465.0,2255.0,2665.0,2465.0,-0.9231926791618641,-0.8709542246993252,0.3126982870565163,-0.25413589090290695,-0.2778129695816043,1.0,0.011111111111111112,very_easy
Q000208,"_____the rain forests is very important, if we do not want the flora and fauna found there to become extinct.",Reserving,Destroying,Preserving,Maintaining,C,Very Easy,0.0,2.0,4,1413.0,1514.0,1511.0,1605.0,1511.0,0.24490706762389453,0.19334604164217298,-0.14307238175361237,-0.3743396792856746,-0.3883242625332651,2.0,0.011111111111111112,very_easy
Q000209,I haven't had _____opportunity to study during the day.,very,many,much,more,C,Very Easy,0.0,2.0,4,854.0,837.0,829.0,835.0,829.0,-0.4801203614155418,-0.538360391467607,-0.4836649749595134,-0.4431262631830056,-0.47298199612467495,2.0,0.011111111111111112,very_easy
Q000210,When will you hand _____ your assignment?,in,back,down,into,A,Very Easy,0.0,0.0,4,415.0,801.0,840.0,842.0,415.0,-0.6680904356109513,-0.6713979247602943,-0.5415707841466774,-0.24349612163191067,-0.26919511646152067,0.0,0.011111111111111112,very_easy
Q000211,The resort is_____ the lake.,from,has,besides,beside,D,Very Easy,0.0,3.0,4,836.0,616.0,1219.0,1119.0,1119.0,-0.84263407593526,-0.8044354580529814,-0.42854675396079056,-0.17548145860527004,-0.17997499004183123,3.0,0.011111111111111112,very_easy
Q000212,The monitor takes care _____the class_____ the absence of the teacher.,in; at,of; in,during; in,of; for,B,Very Easy,0.0,1.0,4,1003.0,1009.0,1546.0,1106.0,1009.0,-0.2787238533490317,-0.4053228581749197,-0.31780347774726475,-0.1921862695043017,-0.21039094223036173,1.0,0.011111111111111112,very_easy
Q000213,"When he saw the fish swimming _____the river, he was extremely happy.",on,besides,in,at,C,Very Easy,0.0,2.0,4,421.0,1219.0,415.0,413.0,415.0,-0.2921502872201324,-0.33880409152857605,-0.5960554623752999,-0.046225130355808296,-0.07706768513730307,2.0,0.011111111111111112,very_easy
Q000214,"The railway coaches_____ by the Integral Coach Factory, Chennai.",is manufactured,are manufactured,are manufacture,is being manufactured,B,Very Easy,0.0,1.0,4,1958.0,2053.0,1953.0,2551.0,2053.0,-0.3592824565756358,-0.538360391467607,0.1701511637839573,-0.1642027404396566,-0.18250965272420877,1.0,0.011111111111111112,very_easy
Q000215,The truck was _____ when the bus rammed into it.,stationery,machinery,machinery,stationary,D,Very Easy,0.0,3.0,4,1549.0,1414.0,1414.0,1549.0,1549.0,-0.5741053985132466,-0.47184162482126335,-0.15789728257395852,-0.3748243323452196,-0.41721941711236904,3.0,0.011111111111111112,very_easy
Q000216,The teacher let us_____.,to go early,to leave early,go early,early to go,C,Very Easy,0.0,2.0,4,1573.0,1868.0,1244.0,1641.0,1244.0,-0.8963398114196627,-0.8709542246993252,-0.10721386096593753,-0.19193470204828889,-0.16932940677584554,2.0,0.011111111111111112,very_easy
Q000217,Jane is annoyed ______,on me,with me,against me,over me,B,Very Easy,0.0,1.0,4,963.0,1176.0,1512.0,1176.0,1176.0,-0.9231926791618641,-0.8709542246993252,-0.29714998344199617,-0.22345059712575305,-0.20734934701150867,1.0,0.011111111111111112,very_easy
Q000218,A big dictionary _____ the table near the door.,are on,is over,is on,is up,C,Easy,1.0,2.0,4,1055.0,1181.0,973.0,981.0,973.0,-0.5875318323843473,-0.538360391467607,-0.3778633323527696,-0.3561191836637488,-0.38021334194965695,2.0,0.008064516129032258,easy
Q000219,_____Australian and_____ European are there among the tourists.,"An, an","The, the","An, a","A, an",C,Easy,1.0,2.0,4,948.0,1165.0,848.0,848.0,848.0,-0.37270889044673644,-0.6048791581139505,-0.4261392914344096,-0.30215594888121533,-0.3249576954738266,2.0,0.008064516129032258,easy
Q000220,I have been looking for an apartment and I finally found the _____one.,good,airy,cheap,perfect,D,Easy,1.0,3.0,4,825.0,837.0,1013.0,1230.0,1230.0,-0.2787238533490317,-0.27228532488223245,-0.4139752702484845,-0.26122856288644125,-0.28034763226398185,3.0,0.008064516129032258,easy
Q000221,The youth should believe _____God.,upon,in,on,of,B,Easy,1.0,1.0,4,850.0,415.0,421.0,413.0,415.0,-0.7620754727086559,-0.8044354580529814,-0.6428109188086993,-0.23367567966006217,-0.2641257910967656,1.0,0.008064516129032258,easy
Q000222,He was born_____ India.,off,in,of,through,B,Easy,1.0,1.0,4,615.0,415.0,413.0,1262.0,415.0,-0.9097662452907633,-0.8709542246993252,-0.5660255350725475,-0.04573313271376449,-0.055269586068856215,1.0,0.008064516129032258,easy
Q000223,The convict tried his level best to justify himself but the judge looked_____ him and found him guilty.,around,at,through,to,B,Easy,1.0,1.0,4,1149.0,413.0,1262.0,427.0,413.0,0.16434846439729048,0.06030850834948573,-0.49684266457759885,0.009187744983749909,-0.055269586068856215,1.0,0.008064516129032258,easy
Q000224,His opponents launched a political _____against him.,regimen,remission,regale,tirade,D,Easy,1.0,3.0,4,1232.0,1444.0,1123.0,1132.0,1132.0,-0.5203996630288439,-0.6713979247602943,-0.2839722938239107,-0.3023759137101468,-0.32292996532792456,3.0,0.008064516129032258,easy
Q000225,What an_____ story! I am not _____enough yet to believe it.,incredible/credulous,incredulous/credible,increditable/believable,unbelievable/creditable,A,Easy,1.0,0.0,4,2529.0,2529.0,2829.0,2834.0,2529.0,-0.42641462593113916,-0.4053228581749197,0.4496702339521931,-0.276552980939561,-0.3310408859115327,0.0,0.008064516129032258,easy
Q000226,"Though this blanket is not made of wool, it has a ____texture.",wool,woollen,woolly,woolish,C,Easy,1.0,2.0,4,849.0,1257.0,1157.0,1254.0,1157.0,-0.38613532431783715,-0.33880409152857605,-0.33642963518821245,-0.2584057569940242,-0.2788268346545553,2.0,0.008064516129032258,easy
Q000227,None of the guests ate much at the party because the food looked _____.,unapproachable,unauthorized,unceremonious,unappetizing,D,Easy,1.0,3.0,4,1948.0,1757.0,1841.0,1748.0,1748.0,-0.26529741947793106,-0.2057665582358888,0.015440019325473257,-0.3595575797813262,-0.38426880224146104,3.0,0.008064516129032258,easy
Q000228,Trust _____ God and do the right.,in,with,at,by,A,Easy,1.0,0.0,4,415.0,844.0,413.0,419.0,415.0,-0.7755019065797566,-0.6713979247602943,-0.6438245872408597,-0.2363974849533412,-0.26716738631561865,0.0,0.008064516129032258,easy
Q000229,The accused was _____ as the counsel could not produce a witness.,let out,let off,let on,let aside,B,Easy,1.0,1.0,4,1168.0,1168.0,1068.0,1354.0,1168.0,-0.3458560227045351,-0.33880409152857605,-0.3058928736693798,-0.33273214458730416,-0.34067260410456734,1.0,0.008064516129032258,easy
Q000230,_____thousand species of butterflies have been identified.,As many as,As many,As much as,Much as,A,Moderate,2.0,0.0,4,1418.0,1118.0,1438.0,1129.0,1418.0,-0.4398410598022398,-0.6713979247602943,-0.2621784225324617,-0.2751411043450351,-0.32343689786440005,0.0,0.00684931506849315,moderate
Q000231,He_____ his mistake.,understood,solved,finished,realised,D,Moderate,2.0,3.0,4,1542.0,1153.0,1337.0,1325.0,1325.0,-0.9500455469040654,-0.9374729913456687,-0.22999444981136838,-0.2922926846390726,-0.28845855284759,3.0,0.00684931506849315,moderate
Q000232,Hard working people always succeed_____ whatever they do.,over,on,with,in,D,Moderate,2.0,3.0,4,844.0,421.0,844.0,415.0,415.0,-0.4532674936733405,-0.6048791581139505,-0.588959783350177,-0.20410485639638837,-0.26818125138856963,3.0,0.00684931506849315,moderate
Q000233,It has been years since I last _____him.,had met,met,meet,have met,B,Moderate,2.0,1.0,4,1142.0,626.0,827.0,1252.0,626.0,-0.6815168694820519,-0.6048791581139505,-0.4213243663816476,-0.16210625868353953,-0.16831554170289453,1.0,0.00684931506849315,moderate
Q000234,These murals are typical _____Tamil Nadu.,for,on,with,of,D,Moderate,2.0,3.0,4,627.0,421.0,844.0,413.0,413.0,-0.6680904356109513,-0.7379166914066378,-0.6167089566805685,-0.24660048995467435,-0.26716738631561865,3.0,0.00684931506849315,moderate
